Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
UC 4 Profile,Chrome 89.0.4389.90,,,2564-03-23 21:13:08,2564-03-23 21:15:27,2m - 18.258s,FAILED
,,,,,,,
Test Cases/UC4_Profile/TC 401 Profile pass,Chrome 89.0.4389.90,,,2564-03-23 21:13:10,2564-03-23 21:13:56,45.679s,FAILED
"openBrowser("""")",Chrome 89.0.4389.90,,,2564-03-23 21:13:11,2564-03-23 21:13:17,6.290s,PASSED
"navigateToUrl(""http://localhost/Alumni/index.php/Alumni/index"")",Chrome 89.0.4389.90,,,2564-03-23 21:13:17,2564-03-23 21:13:20,2.170s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/a_Login""))",Chrome 89.0.4389.90,,,2564-03-23 21:13:20,2564-03-23 21:13:20,0.707s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input_Register_Username""), ""thanayut1"")",Chrome 89.0.4389.90,,,2564-03-23 21:13:20,2564-03-23 21:13:21,0.888s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_NPRU Alumni/input_Register_Password""), ""SFTQUhjBfIY="")",Chrome 89.0.4389.90,,,2564-03-23 21:13:21,2564-03-23 21:13:22,0.554s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/input_Register_login""))",Chrome 89.0.4389.90,,,2564-03-23 21:13:22,2564-03-23 21:13:24,1.995s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/button_""))",Chrome 89.0.4389.90,,,2564-03-23 21:13:24,2564-03-23 21:13:24,0.568s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/a__1""))",Chrome 89.0.4389.90,,,2564-03-23 21:13:24,2564-03-23 21:13:56,31.848s,FAILED
,,,,,,,
Test Cases/UC4_Profile/TC 402 Profile ID card,Chrome 89.0.4389.90,,,2564-03-23 21:13:56,2564-03-23 21:14:39,43.042s,FAILED
"openBrowser("""")",Chrome 89.0.4389.90,,,2564-03-23 21:13:57,2564-03-23 21:13:59,2.402s,PASSED
"navigateToUrl(""http://localhost/Alumni/index.php/Alumni/index"")",Chrome 89.0.4389.90,,,2564-03-23 21:13:59,2564-03-23 21:14:01,1.637s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/a_Login""))",Chrome 89.0.4389.90,,,2564-03-23 21:14:01,2564-03-23 21:14:01,0.609s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input_Register_Username""), ""earth"")",Chrome 89.0.4389.90,,,2564-03-23 21:14:01,2564-03-23 21:14:02,0.690s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_NPRU Alumni/input_Register_Password""), ""VIjOZClaB9I="")",Chrome 89.0.4389.90,,,2564-03-23 21:14:02,2564-03-23 21:14:03,0.404s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/input_Register_login""))",Chrome 89.0.4389.90,,,2564-03-23 21:14:03,2564-03-23 21:14:04,1.500s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/button_""))",Chrome 89.0.4389.90,,,2564-03-23 21:14:04,2564-03-23 21:14:05,0.629s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/a__1""))",Chrome 89.0.4389.90,,,2564-03-23 21:14:05,2564-03-23 21:14:38,33.720s,FAILED
,,,,,,,
Test Cases/UC4_Profile/TC 403 Profile name,Chrome 89.0.4389.90,,,2564-03-23 21:14:40,2564-03-23 21:15:27,46.190s,FAILED
"openBrowser("""")",Chrome 89.0.4389.90,,,2564-03-23 21:14:42,2564-03-23 21:14:45,3.927s,PASSED
"navigateToUrl(""http://localhost/Alumni/index.php/Alumni/index"")",Chrome 89.0.4389.90,,,2564-03-23 21:14:45,2564-03-23 21:14:50,4.590s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/a_Login""))",Chrome 89.0.4389.90,,,2564-03-23 21:14:50,2564-03-23 21:14:51,0.655s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input_Register_Username""), ""earth"")",Chrome 89.0.4389.90,,,2564-03-23 21:14:51,2564-03-23 21:14:52,0.885s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_NPRU Alumni/input_Register_Password""), ""VIjOZClaB9I="")",Chrome 89.0.4389.90,,,2564-03-23 21:14:52,2564-03-23 21:14:52,0.452s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/input_Register_login""))",Chrome 89.0.4389.90,,,2564-03-23 21:14:52,2564-03-23 21:14:54,1.793s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/button_""))",Chrome 89.0.4389.90,,,2564-03-23 21:14:54,2564-03-23 21:14:54,0.456s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/button_""))",Chrome 89.0.4389.90,,,2564-03-23 21:14:54,2564-03-23 21:14:55,0.457s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/a__1""))",Chrome 89.0.4389.90,,,2564-03-23 21:14:55,2564-03-23 21:15:27,31.906s,FAILED
