Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
UC 5 EditProfile,Chrome 89.0.4389.90,,,2564-03-23 23:41:19,2564-03-23 23:42:03,43.942s,PASSED
,,,,,,,
Test Cases/UC5_EditProfile/TC 501 EditProfile end year,Chrome 89.0.4389.90,,,2564-03-23 23:41:22,2564-03-23 23:41:40,17.718s,PASSED
"openBrowser("""")",Chrome 89.0.4389.90,,,2564-03-23 23:41:23,2564-03-23 23:41:27,4.806s,PASSED
"navigateToUrl(""http://localhost/Alumni/index.php/Alumni/index"")",Chrome 89.0.4389.90,,,2564-03-23 23:41:27,2564-03-23 23:41:31,3.254s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/a_Login""))",Chrome 89.0.4389.90,,,2564-03-23 23:41:31,2564-03-23 23:41:31,0.696s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input_Register_Username""), ""earth3"")",Chrome 89.0.4389.90,,,2564-03-23 23:41:31,2564-03-23 23:41:32,0.984s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_NPRU Alumni/input_Register_Password""), ""l37CupPuZTE="")",Chrome 89.0.4389.90,,,2564-03-23 23:41:32,2564-03-23 23:41:33,0.477s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/input_Register_login""))",Chrome 89.0.4389.90,,,2564-03-23 23:41:33,2564-03-23 23:41:34,1.747s,PASSED
"click(findTestObject(""editProfile/Page_NPRU Alumni/cilk profile""))",Chrome 89.0.4389.90,,,2564-03-23 23:41:34,2564-03-23 23:41:35,0.479s,PASSED
"click(findTestObject(""editProfile/Page_NPRU Alumni/a_""))",Chrome 89.0.4389.90,,,2564-03-23 23:41:35,2564-03-23 23:41:36,0.794s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__classroom""), ""61/111"")",Chrome 89.0.4389.90,,,2564-03-23 23:41:36,2564-03-23 23:41:37,0.909s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/input__submit""))",Chrome 89.0.4389.90,,,2564-03-23 23:41:37,2564-03-23 23:41:38,1.711s,PASSED
"verifyTextPresent(""614259454"", false)",Chrome 89.0.4389.90,,,2564-03-23 23:41:38,2564-03-23 23:41:39,0.568s,PASSED
closeBrowser(),Chrome 89.0.4389.90,,,2564-03-23 23:41:39,2564-03-23 23:41:40,0.820s,PASSED
,,,,,,,
Test Cases/UC5_EditProfile/TC 502 EditProfile fb,Chrome 89.0.4389.90,,,2564-03-23 23:41:40,2564-03-23 23:41:52,12.631s,PASSED
"openBrowser("""")",Chrome 89.0.4389.90,,,2564-03-23 23:41:40,2564-03-23 23:41:42,2.323s,PASSED
"navigateToUrl(""http://localhost/Alumni/index.php/Alumni/index"")",Chrome 89.0.4389.90,,,2564-03-23 23:41:42,2564-03-23 23:41:45,2.182s,PASSED
"click(findTestObject(""Object Repository/editProfile/Page_NPRU Alumni/a_Login""))",Chrome 89.0.4389.90,,,2564-03-23 23:41:45,2564-03-23 23:41:45,0.499s,PASSED
"setText(findTestObject(""Object Repository/editProfile/Page_NPRU Alumni/input_Register_Username""), ""earth3"")",Chrome 89.0.4389.90,,,2564-03-23 23:41:45,2564-03-23 23:41:46,0.735s,PASSED
"setEncryptedText(findTestObject(""Object Repository/editProfile/Page_NPRU Alumni/input_Register_Password""), ""l37CupPuZTE="")",Chrome 89.0.4389.90,,,2564-03-23 23:41:46,2564-03-23 23:41:46,0.456s,PASSED
"click(findTestObject(""Object Repository/editProfile/Page_NPRU Alumni/input_Register_login""))",Chrome 89.0.4389.90,,,2564-03-23 23:41:46,2564-03-23 23:41:48,1.727s,PASSED
"click(findTestObject(""editProfile/Page_NPRU Alumni/cilk profile""))",Chrome 89.0.4389.90,,,2564-03-23 23:41:48,2564-03-23 23:41:48,0.371s,PASSED
"click(findTestObject(""editProfile/Page_NPRU Alumni/a_""))",Chrome 89.0.4389.90,,,2564-03-23 23:41:48,2564-03-23 23:41:49,0.806s,PASSED
"setText(findTestObject(""editProfile/Page_NPRU Alumni/input_facebook""), ""Wolawat Rattanasod"")",Chrome 89.0.4389.90,,,2564-03-23 23:41:49,2564-03-23 23:41:50,0.833s,PASSED
"click(findTestObject(""Object Repository/editProfile/Page_NPRU Alumni/input__submit""))",Chrome 89.0.4389.90,,,2564-03-23 23:41:50,2564-03-23 23:41:51,1.060s,PASSED
"verifyTextPresent(""614259454"", false)",Chrome 89.0.4389.90,,,2564-03-23 23:41:51,2564-03-23 23:41:52,0.518s,PASSED
closeBrowser(),Chrome 89.0.4389.90,,,2564-03-23 23:41:52,2564-03-23 23:41:52,0.839s,PASSED
,,,,,,,
Test Cases/UC5_EditProfile/TC 503 EditProfile ig,Chrome 89.0.4389.90,,,2564-03-23 23:41:52,2564-03-23 23:42:03,10.430s,PASSED
"openBrowser("""")",Chrome 89.0.4389.90,,,2564-03-23 23:41:53,2564-03-23 23:41:55,1.652s,PASSED
"navigateToUrl(""http://localhost/Alumni/index.php/Alumni/index"")",Chrome 89.0.4389.90,,,2564-03-23 23:41:55,2564-03-23 23:41:56,1.218s,PASSED
"click(findTestObject(""Object Repository/editProfile/Page_NPRU Alumni/a_Login""))",Chrome 89.0.4389.90,,,2564-03-23 23:41:56,2564-03-23 23:41:57,0.758s,PASSED
"setText(findTestObject(""Object Repository/editProfile/Page_NPRU Alumni/input_Register_Username""), ""earth3"")",Chrome 89.0.4389.90,,,2564-03-23 23:41:57,2564-03-23 23:41:58,0.665s,PASSED
"setEncryptedText(findTestObject(""Object Repository/editProfile/Page_NPRU Alumni/input_Register_Password""), ""l37CupPuZTE="")",Chrome 89.0.4389.90,,,2564-03-23 23:41:58,2564-03-23 23:41:58,0.402s,PASSED
"click(findTestObject(""Object Repository/editProfile/Page_NPRU Alumni/input_Register_login""))",Chrome 89.0.4389.90,,,2564-03-23 23:41:58,2564-03-23 23:41:59,0.768s,PASSED
"click(findTestObject(""editProfile/Page_NPRU Alumni/cilk profile""))",Chrome 89.0.4389.90,,,2564-03-23 23:41:59,2564-03-23 23:41:59,0.390s,PASSED
"click(findTestObject(""editProfile/Page_NPRU Alumni/a_""))",Chrome 89.0.4389.90,,,2564-03-23 23:41:59,2564-03-23 23:42:00,1.016s,PASSED
"setText(findTestObject(""editProfile/Page_NPRU Alumni/input_ig""), ""Earth.1999"")",Chrome 89.0.4389.90,,,2564-03-23 23:42:00,2564-03-23 23:42:01,0.858s,PASSED
"click(findTestObject(""Object Repository/editProfile/Page_NPRU Alumni/input__submit""))",Chrome 89.0.4389.90,,,2564-03-23 23:42:01,2564-03-23 23:42:02,0.594s,PASSED
"verifyTextPresent(""วรวัฒน์ รัตโนสถ"", false)",Chrome 89.0.4389.90,,,2564-03-23 23:42:02,2564-03-23 23:42:02,0.514s,PASSED
closeBrowser(),Chrome 89.0.4389.90,,,2564-03-23 23:42:02,2564-03-23 23:42:03,0.644s,PASSED
