Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
UC 5 EditProfile,Chrome 89.0.4389.90,,,2564-03-23 23:24:48,2564-03-23 23:26:03,1m - 15.283s,PASSED
,,,,,,,
Test Cases/UC5_EditProfile/TC 501 EditProfile end year,Chrome 89.0.4389.90,,,2564-03-23 23:24:49,2564-03-23 23:25:34,45.304s,PASSED
"openBrowser("""")",Chrome 89.0.4389.90,,,2564-03-23 23:24:49,2564-03-23 23:24:58,8.162s,PASSED
"navigateToUrl(""http://localhost/Alumni/index.php/Alumni/index"")",Chrome 89.0.4389.90,,,2564-03-23 23:24:58,2564-03-23 23:25:00,2.273s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/a_Login""))",Chrome 89.0.4389.90,,,2564-03-23 23:25:00,2564-03-23 23:25:01,1.139s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input_Register_Username""), ""earth3"")",Chrome 89.0.4389.90,,,2564-03-23 23:25:01,2564-03-23 23:25:02,1.151s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_NPRU Alumni/input_Register_Password""), ""l37CupPuZTE="")",Chrome 89.0.4389.90,,,2564-03-23 23:25:02,2564-03-23 23:25:04,1.975s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/input_Register_login""))",Chrome 89.0.4389.90,,,2564-03-23 23:25:04,2564-03-23 23:25:07,3.294s,PASSED
"click(findTestObject(""editProfile/Page_NPRU Alumni/cilk profile""))",Chrome 89.0.4389.90,,,2564-03-23 23:25:07,2564-03-23 23:25:08,0.722s,PASSED
"click(findTestObject(""editProfile/Page_NPRU Alumni/a_""))",Chrome 89.0.4389.90,,,2564-03-23 23:25:08,2564-03-23 23:25:20,12.189s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__classroom""), ""61/111"")",Chrome 89.0.4389.90,,,2564-03-23 23:25:20,2564-03-23 23:25:22,1.700s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/input__submit""))",Chrome 89.0.4389.90,,,2564-03-23 23:25:22,2564-03-23 23:25:30,7.821s,PASSED
"verifyTextPresent(""614259454"", false)",Chrome 89.0.4389.90,,,2564-03-23 23:25:30,2564-03-23 23:25:30,0.537s,PASSED
closeBrowser(),Chrome 89.0.4389.90,,,2564-03-23 23:25:30,2564-03-23 23:25:34,3.911s,PASSED
,,,,,,,
