Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
UC 3 search,Chrome 89.0.4389.90,,,2564-03-23 23:28:58,2564-03-23 23:30:09,1m - 10.511s,FAILED
,,,,,,,
Test Cases/UC3_Search/TC 301 search by id,Chrome 89.0.4389.90,,,2564-03-23 23:29:00,2564-03-23 23:29:16,16.237s,PASSED
"openBrowser("""")",Chrome 89.0.4389.90,,,2564-03-23 23:29:00,2564-03-23 23:29:05,4.686s,PASSED
"navigateToUrl(""http://localhost/Alumni/index.php/Alumni/index"")",Chrome 89.0.4389.90,,,2564-03-23 23:29:05,2564-03-23 23:29:06,1.515s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/a_Login""))",Chrome 89.0.4389.90,,,2564-03-23 23:29:06,2564-03-23 23:29:07,0.812s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input_Register_Username""), ""earth"")",Chrome 89.0.4389.90,,,2564-03-23 23:29:07,2564-03-23 23:29:08,1.168s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_NPRU Alumni/input_Register_Password""), ""VIjOZClaB9I="")",Chrome 89.0.4389.90,,,2564-03-23 23:29:08,2564-03-23 23:29:09,0.720s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/input_Register_login""))",Chrome 89.0.4389.90,,,2564-03-23 23:29:09,2564-03-23 23:29:11,1.960s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/a""))",Chrome 89.0.4389.90,,,2564-03-23 23:29:11,2564-03-23 23:29:12,0.839s,PASSED
"click(findTestObject(""search/Page_NPRU Alumni/button_id""))",Chrome 89.0.4389.90,,,2564-03-23 23:29:12,2564-03-23 23:29:13,0.772s,PASSED
"click(findTestObject(""search/Page_NPRU Alumni/input__Std_ID""))",Chrome 89.0.4389.90,,,2564-03-23 23:29:13,2564-03-23 23:29:13,0.511s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input__Std_ID""), ""614259018"")",Chrome 89.0.4389.90,,,2564-03-23 23:29:13,2564-03-23 23:29:14,0.720s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/input__search""))",Chrome 89.0.4389.90,,,2564-03-23 23:29:14,2564-03-23 23:29:15,0.765s,PASSED
"verifyTextPresent(""ธนายุทธ สามสังข์"", false)",Chrome 89.0.4389.90,,,2564-03-23 23:29:15,2564-03-23 23:29:15,0.528s,PASSED
closeBrowser(),Chrome 89.0.4389.90,,,2564-03-23 23:29:15,2564-03-23 23:29:16,0.839s,PASSED
,,,,,,,
Test Cases/UC3_Search/TC 302 search by name,Chrome 89.0.4389.90,,,2564-03-23 23:29:16,2564-03-23 23:29:29,12.714s,PASSED
"openBrowser("""")",Chrome 89.0.4389.90,,,2564-03-23 23:29:16,2564-03-23 23:29:18,1.934s,PASSED
"navigateToUrl(""http://localhost/Alumni/index.php/Alumni/index"")",Chrome 89.0.4389.90,,,2564-03-23 23:29:18,2564-03-23 23:29:20,2.101s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/a_Login""))",Chrome 89.0.4389.90,,,2564-03-23 23:29:20,2564-03-23 23:29:21,0.810s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input_Register_Username""), ""earth"")",Chrome 89.0.4389.90,,,2564-03-23 23:29:21,2564-03-23 23:29:23,1.439s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_NPRU Alumni/input_Register_Password""), ""VIjOZClaB9I="")",Chrome 89.0.4389.90,,,2564-03-23 23:29:23,2564-03-23 23:29:23,0.419s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/input_Register_login""))",Chrome 89.0.4389.90,,,2564-03-23 23:29:23,2564-03-23 23:29:24,1.147s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/a""))",Chrome 89.0.4389.90,,,2564-03-23 23:29:24,2564-03-23 23:29:25,0.608s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/a__1""))",Chrome 89.0.4389.90,,,2564-03-23 23:29:25,2564-03-23 23:29:26,0.778s,PASSED
