Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
UC 2 login,Edge Chromium 89,,,2564-03-09 21:56:59,2564-03-09 21:57:27,27.776s,PASSED
,,,,,,,
Test Cases/login/TC 201 login pass,Edge Chromium 89,,,2564-03-09 21:57:01,2564-03-09 21:57:12,11.101s,PASSED
"openBrowser("""")",Edge Chromium 89,,,2564-03-09 21:57:01,2564-03-09 21:57:07,5.476s,PASSED
"setViewPortSize(1600, 900)",Edge Chromium 89,,,2564-03-09 21:57:07,2564-03-09 21:57:07,0.294s,PASSED
"navigateToUrl(""http://localhost/Alumni/index.php/Alumni/index"")",Edge Chromium 89,,,2564-03-09 21:57:07,2564-03-09 21:57:08,1.197s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/a_Login""))",Edge Chromium 89,,,2564-03-09 21:57:08,2564-03-09 21:57:09,0.550s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input_Register_Username""), ""thanayut1"")",Edge Chromium 89,,,2564-03-09 21:57:09,2564-03-09 21:57:10,0.609s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_NPRU Alumni/input_Register_Password""), ""SFTQUhjBfIY="")",Edge Chromium 89,,,2564-03-09 21:57:10,2564-03-09 21:57:10,0.422s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_NPRU Alumni/input_Register_Password""), Keys.chord(ENTER))",Edge Chromium 89,,,2564-03-09 21:57:10,2564-03-09 21:57:11,0.881s,PASSED
"verifyTextPresent(""Welcome to"", false)",Edge Chromium 89,,,2564-03-09 21:57:11,2564-03-09 21:57:11,0.124s,PASSED
closeBrowser(),Edge Chromium 89,,,2564-03-09 21:57:11,2564-03-09 21:57:12,0.866s,PASSED
,,,,,,,
Test Cases/login/TC 202 login failed,Edge Chromium 89,,,2564-03-09 21:57:12,2564-03-09 21:57:18,6.538s,PASSED
"openBrowser("""")",Edge Chromium 89,,,2564-03-09 21:57:12,2564-03-09 21:57:14,1.914s,PASSED
"setViewPortSize(1600, 900)",Edge Chromium 89,,,2564-03-09 21:57:14,2564-03-09 21:57:14,0.242s,PASSED
"navigateToUrl(""http://localhost/Alumni/index.php/Alumni/index"")",Edge Chromium 89,,,2564-03-09 21:57:14,2564-03-09 21:57:16,1.396s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/a_Login""))",Edge Chromium 89,,,2564-03-09 21:57:16,2564-03-09 21:57:16,0.472s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input_Register_Username""), ""thanayutz"")",Edge Chromium 89,,,2564-03-09 21:57:16,2564-03-09 21:57:17,0.501s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_NPRU Alumni/input_Register_Password""), ""SFTQUhjBfIY="")",Edge Chromium 89,,,2564-03-09 21:57:17,2564-03-09 21:57:17,0.379s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_NPRU Alumni/input_Register_Password""), Keys.chord(ENTER))",Edge Chromium 89,,,2564-03-09 21:57:17,2564-03-09 21:57:18,0.817s,PASSED
"verifyAlertPresent(0, STOP_ON_FAILURE)",Edge Chromium 89,,,2564-03-09 21:57:18,2564-03-09 21:57:18,0.136s,PASSED
alertText = getAlertText(),Edge Chromium 89,Get text alert on the alert when it's shown,,2564-03-09 21:57:18,2564-03-09 21:57:18,0.066s,PASSED
"verifyMatch(alertText, ""กรุณาสมัครสมาชิกก่อนค่ะ!"", false)",Edge Chromium 89,Verify text alert is correct or not,,2564-03-09 21:57:18,2564-03-09 21:57:18,0.115s,PASSED
,,,,,,,
Test Cases/login/TC 203 login failed,Edge Chromium 89,,,2564-03-09 21:57:18,2564-03-09 21:57:27,8.542s,PASSED
"openBrowser("""")",Edge Chromium 89,,,2564-03-09 21:57:20,2564-03-09 21:57:22,2.314s,PASSED
"setViewPortSize(1600, 900)",Edge Chromium 89,,,2564-03-09 21:57:22,2564-03-09 21:57:22,0.343s,PASSED
"navigateToUrl(""http://localhost/Alumni/index.php/Alumni/index"")",Edge Chromium 89,,,2564-03-09 21:57:22,2564-03-09 21:57:24,1.631s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/a_Login""))",Edge Chromium 89,,,2564-03-09 21:57:24,2564-03-09 21:57:25,0.884s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input_Register_Username""), ""thanayut1"")",Edge Chromium 89,,,2564-03-09 21:57:25,2564-03-09 21:57:25,0.565s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_NPRU Alumni/input_Register_Password""), ""qyB36BqYIPA="")",Edge Chromium 89,,,2564-03-09 21:57:25,2564-03-09 21:57:26,0.243s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_NPRU Alumni/input_Register_Password""), Keys.chord(ENTER))",Edge Chromium 89,,,2564-03-09 21:57:26,2564-03-09 21:57:26,0.326s,PASSED
"verifyAlertPresent(0, STOP_ON_FAILURE)",Edge Chromium 89,,,2564-03-09 21:57:26,2564-03-09 21:57:26,0.022s,PASSED
closeBrowser(),Edge Chromium 89,,,2564-03-09 21:57:26,2564-03-09 21:57:27,0.884s,PASSED
