Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
UC 3 Profile,Chrome 88.0.4324.190,,,2564-03-09 14:55:00,2564-03-09 14:55:34,34.471s,FAILED
,,,,,,,
Test Cases/Profile/TC 301 Profile pass,Chrome 88.0.4324.190,,,2564-03-09 14:55:01,2564-03-09 14:55:13,11.616s,PASSED
"openBrowser("""")",Chrome 88.0.4324.190,,,2564-03-09 14:55:01,2564-03-09 14:55:06,4.621s,PASSED
"navigateToUrl(""http://localhost/Alumni/index.php/Alumni/index"")",Chrome 88.0.4324.190,,,2564-03-09 14:55:06,2564-03-09 14:55:08,1.711s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/a_Login""))",Chrome 88.0.4324.190,,,2564-03-09 14:55:08,2564-03-09 14:55:08,0.507s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input_Register_Username""), ""earth"")",Chrome 88.0.4324.190,,,2564-03-09 14:55:08,2564-03-09 14:55:09,0.743s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_NPRU Alumni/input_Register_Password""), ""VIjOZClaB9I="")",Chrome 88.0.4324.190,,,2564-03-09 14:55:09,2564-03-09 14:55:09,0.422s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/input_Register_login""))",Chrome 88.0.4324.190,,,2564-03-09 14:55:09,2564-03-09 14:55:11,1.047s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/button_""))",Chrome 88.0.4324.190,,,2564-03-09 14:55:11,2564-03-09 14:55:11,0.389s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/a_""))",Chrome 88.0.4324.190,,,2564-03-09 14:55:11,2564-03-09 14:55:11,0.572s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/a_  614259052""))",Chrome 88.0.4324.190,,,2564-03-09 14:55:11,2564-03-09 14:55:12,0.486s,PASSED
closeBrowser(),Chrome 88.0.4324.190,,,2564-03-09 14:55:12,2564-03-09 14:55:13,0.689s,PASSED
,,,,,,,
Test Cases/Profile/TC 302 Profile pass,Chrome 88.0.4324.190,,,2564-03-09 14:55:13,2564-03-09 14:55:22,9.237s,FAILED
"openBrowser("""")",Chrome 88.0.4324.190,,,2564-03-09 14:55:13,2564-03-09 14:55:17,3.573s,PASSED
"navigateToUrl(""http://localhost/Alumni/index.php/Alumni/index"")",Chrome 88.0.4324.190,,,2564-03-09 14:55:17,2564-03-09 14:55:17,0.451s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/a_Login""))",Chrome 88.0.4324.190,,,2564-03-09 14:55:17,2564-03-09 14:55:17,0.440s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input_Register_Username""), ""614259052"")",Chrome 88.0.4324.190,,,2564-03-09 14:55:17,2564-03-09 14:55:18,0.820s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/form""))",Chrome 88.0.4324.190,,,2564-03-09 14:55:18,2564-03-09 14:55:19,0.373s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input_Register_Username""), ""earth"")",Chrome 88.0.4324.190,,,2564-03-09 14:55:19,2564-03-09 14:55:19,0.649s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_NPRU Alumni/input_Register_Password""), ""VIjOZClaB9I="")",Chrome 88.0.4324.190,,,2564-03-09 14:55:19,2564-03-09 14:55:20,0.563s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/input_Register_login""))",Chrome 88.0.4324.190,,,2564-03-09 14:55:20,2564-03-09 14:55:21,0.852s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/button_""))",Chrome 88.0.4324.190,,,2564-03-09 14:55:21,2564-03-09 14:55:21,0.394s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/a_""))",Chrome 88.0.4324.190,,,2564-03-09 14:55:21,2564-03-09 14:55:22,0.860s,FAILED
,,,,,,,
Test Cases/Profile/TC 303 Profile failed,Chrome 88.0.4324.190,,,2564-03-09 14:55:22,2564-03-09 14:55:34,12.426s,FAILED
"openBrowser("""")",Chrome 88.0.4324.190,,,2564-03-09 14:55:22,2564-03-09 14:55:27,4.913s,PASSED
"navigateToUrl(""http://localhost/Alumni/index.php/Alumni/index"")",Chrome 88.0.4324.190,,,2564-03-09 14:55:27,2564-03-09 14:55:28,1.311s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/a_Login""))",Chrome 88.0.4324.190,,,2564-03-09 14:55:28,2564-03-09 14:55:29,0.600s,PASSED
"setText(findTestObject(""Object Repository/Page_NPRU Alumni/input_Register_Username""), ""earth"")",Chrome 88.0.4324.190,,,2564-03-09 14:55:29,2564-03-09 14:55:30,0.723s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_NPRU Alumni/input_Register_Password""), ""VIjOZClaB9I="")",Chrome 88.0.4324.190,,,2564-03-09 14:55:30,2564-03-09 14:55:30,0.432s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/input_Register_login""))",Chrome 88.0.4324.190,,,2564-03-09 14:55:30,2564-03-09 14:55:31,1.241s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/button_""))",Chrome 88.0.4324.190,,,2564-03-09 14:55:31,2564-03-09 14:55:32,0.433s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/a_""))",Chrome 88.0.4324.190,,,2564-03-09 14:55:32,2564-03-09 14:55:33,0.848s,PASSED
"click(findTestObject(""Object Repository/Page_NPRU Alumni/a__1""))",Chrome 88.0.4324.190,,,2564-03-09 14:55:33,2564-03-09 14:55:33,0.754s,PASSED
"verifyTextPresent(""614259052"", false)",Chrome 88.0.4324.190,,,2564-03-09 14:55:33,2564-03-09 14:55:34,0.894s,FAILED
